店铺名称,id,店铺图片,店铺电话,一级业态,二级业态,产品服务,店铺评分,人均价格,店铺标签,店铺描述,,,,
TITONI,84932,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/5be118eaa12a4cb395b44177f2bf655f_76f4246d04edc44b22d87c68a56ff5a6.jpeg,,购物,钟表,"手表,机械表,石英表,钟表配件,钟表维修服务",,,,天梭（TITONI）门店风格简约大气，装修超有质感✨。主打各种精致腕表，款式超丰富。像力洛克系列就超火🔥，经典又百搭。表的设计时尚又实用，适合职场精英、学生党等各类人群。戴上天梭表，不仅是看时间，更是一种时尚态度的表达。快来店里挑一款属于你的心仪腕表吧⌛️。 ,,,,
TISSOT,84933,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/33cdfd21de5a45f4aac279fdbf76575c_e27bdf0ed571b8e783a1c4c23198e65b.jpeg,,购物,钟表,"手表,怀表,钟表配件,钟表维修服务,钟表保养服务",4.5,￥5589/人,,天梭（TISSOT）门店装修简约大气，超有质感。主打各种时尚又精准的腕表，风格多样，从休闲到商务，啥场合戴的都有。像经典的力洛克系列，钢带款超显气质，皮带款又很优雅。很多人戴他家表出席重要场合，日常戴也超吸睛。不管是职场精英还是潮流爱好者，都能在这挑到心仪的那块表，赶紧冲！ ,,,,
Biotherm,84938,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/74e1f3eee49b4e46891980e92628aa2e_8946111f9a5d93aa6938a157f9b668fa.jpeg,(0371) 6509 6511,购物,化妆品,"护肤品,彩妆,香水,男士护理产品,女士护理产品",3.8,￥425/人,,Biotherm店铺风格简约又时尚。主打产品超赞，像蓝宝瓶精华，质地清爽不油腻，吸收超快。还有他家的水动力系列，保湿效果绝绝子！门店装修现代感十足，很有格调。人气单品超多，好多人都被圈粉。无论你是干皮、油皮还是混皮，都能在这里找到适合自己的护肤好物，赶紧冲！ ,,,,
银小贝,84940,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/92803df41f79452da4f2e88d3da121a4_fb20927b846bc6cf51be2fbf8e5138dd.jpeg,19533571495,购物,"配饰,杂货","项链,手链,耳环,戒指,钥匙扣",,,,银小贝的银饰风格超多样，简约、复古、时尚，各种风格都能找到心头好。店铺装修也很有特色，灯光柔和，氛围感拉满。💖人气单品超多，比如简约的锁骨链，精致又百搭；还有复古风的手镯，戴上超显气质。🤩价格还很亲民，学生党和上班族都毫无压力。每次逛都忍不住剁手，戴上银小贝的饰品，瞬间提升精致感，爱美的姐妹一定要来！ ,,,,
BLANCORE,84949,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/703f2b5dc0fd4e85aaa81dc6a2acdbf5_4bc3afb44d6a18fdf61f6c8d916962bd.jpeg,13598856733,购物,女装,"女装,服装配饰,时尚穿搭建议,服装销售,服装搭配服务",,,,BLANCORE主打简约时尚风，装修超有格调，一进去就感觉超有氛围。人气单品超多，像他家的小裙子，设计感满满，面料也超舒服。还有各种配饰，精致又独特。很适合追求时尚、喜欢独特风格的姐妹们来逛，每次来都能挑到心仪好物，狠狠爱住啦💕 ,,,,
EIN,84952,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/3d956da6313d4fa7bcce1d1cf068e51f_17ae6466feb4a6157f6467d2792edfda.jpeg,15038185260,购物,女装,"女装,服装配饰,时尚穿搭建议,服装销售,服装搭配服务",4.4,,,EIN的衣服风格独特，充满文艺气息🎨，无论是职场丽人还是文艺少女都能在这里找到心头好。店铺装修简约又时尚，氛围感拉满。人气单品超多，像他家的连衣裙👗，剪裁精致，面料舒适，穿上身超有范儿。还有各种小上衣，搭配性超强，轻松打造不同风格。快来 EIN，让自己美出新高度吧💕！ ,,,,
CROCS,84953,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/b3448fa2a3994cb7be6c6c5ffebc3980_f42c2818967d98f6f3ac2fa1ed00902f.jpeg,,购物,鞋类,"Crocs品牌鞋履,Crocs品牌箱包",3.3,￥500/人,收录6年好店,CROCS洞洞鞋超火🔥 店铺风格简约又时尚。装修特色是开放式陈列，能一眼看到各种颜色款式的鞋子。主打产品就是经典洞洞鞋，透气又轻便。人气单品好多，像卡骆驰云朵系列，上脚超舒服，走路都带风。适合追求舒适又爱时尚的人群，不管日常出街还是运动，穿它都超合适，赶紧冲！ ,,,,
MAS'S  Dovedo,84954,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/458cd4fa668348e6a521a906d048314c_6c71d1532dea0ec315834d584c6b0e7f.jpeg,13525575507,购物,"鞋履,箱包","鞋子,箱包",,,,"MAS'S Dovedo店里装修超有特色，风格独特，随手一拍都很出片📸。他们家主打鞋子,箱包，备受好评。",,,,
完美日记,84955,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/95cce3f59c5e43d5b8cbc79f292d4440_2e6b039aff7bb8ebe584c5640c871116.jpeg,18538530539,购物,化妆品,"口红,眼影,粉底液,腮红,睫毛膏",3.8,￥168/人,收录5年好店,完美日记店铺风格简约时尚，装修超有氛围感✨。主打各种美妆好物，从眼影、口红到粉底液，品类超丰富。人气单品小细跟口红，颜色超正，显白又好看💄。还有小猪盘眼影，配色绝绝子，怎么画都美。不管是美妆新手还是老手，都能在这里找到心头好，快来完美日记，一起美出新高度吧！ ,,,,
长城,84956,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/e5244c9c5f3540ff90c490867e007efc_%E6%96%B0%E5%BB%BA%E9%A1%B9%E7%9B%AE%20%285%29.jpg,17719941026,购物,汽车销售,"汽车,汽车配件,汽车用品,汽车售后服务,汽车金融服务",,,,长城零售中心不仅展示车辆，还提供用户体验、试驾、下单及服务等功能。用户可以在店内进行车身、内饰及选配功能的选装，并亲自试驾这些车型。此外，零售中心还计划覆盖重点新能源市场，进一步推动品牌向上发展‌,,,,
闲鱼宝盒,84958,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/4e29419aed91468dad34f2283fcded7e_ceaccd5d03c57840948c333d948cceb6.jpeg,18103860377,休闲娱乐,二手交易,"二手物品交易,盲盒体验,二手物品鉴定评估,娱乐互动体验,潮流物品展示交流",,,,闲鱼宝盒装修超有特色，满满复古风，让人一进去就爱了😍。主打各种新奇有趣的二手好物，人气单品超多。不管你是爱淘货的复古控，还是想找独特小玩意的创意达人，都能在这里挖到宝🥳。能以实惠价格get到超有个性的宝贝，真的太快乐啦，赶紧冲！ ,,,,
BAIZHUO,84959,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/d2099afcfcea453cba8f675325c368c0_5af24d2ad801561ee07ea8ec25dbf506.jpeg,16696522593,购物,女装,"女装,服装配饰,时尚穿搭建议,服装销售,服装搭配服务",4.3,￥670/人,,BAIZHUO装修超吸睛。主打产品超赞，时尚又实用。人气单品更是让人爱不释手，好多人都抢着买。不管是追求个性的潮人，还是想找独特好物的小伙伴，来这儿准没错！能轻松挑到心仪宝贝，逛一次就爱上，赶紧冲呀！ ,,,,
泡泡玛特,84962,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/4d33ea29f4a740b7a8c54f135a575d3a_aa900e29f4e6f9e2018fad4cbad4f44a.jpeg,17812182044,购物,潮流玩具,"潮流玩具,盲盒,手办,潮玩周边,玩偶",4.6,￥125/人,郑州杂货礼品热门榜第1名,泡泡玛特一进店就被各种可爱潮玩包围，满满都是惊喜😍。店铺风格超酷炫，装修很有个性，拍照超好看！他家主打各种系列的盲盒，人气单品多到挑花眼。每个盲盒都像藏着小秘密，拆开那一刻超刺激。不管是学生党还是上班族，都能在这儿找到快乐源泉，赶紧来这儿把可爱的崽崽们带回家吧！ ,,,,
国家宝藏,84964,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/b8964bc16628464498032da91d66b442_a819a582bfeeddb63da7e5e58a2996dc.jpeg,15903624726,购物,珠宝首饰,"珠宝饰品,金银首饰,玉石制品,宝石制品,珠宝定制",3.9,￥273/人,,国家宝藏是一个设计师时尚品牌集合店，品类非常齐全，有鞋子👢、包包👜、服装👗和饰品等各种款式。店里有多个设计师品牌，比如VeraSeriase、XUZHI、8ON8、LOST IN ECHO和GRAPE等，风格各异，很容易就能找到适合自己的那一款。 ,,,,
Amazing Song,84973,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/146566350b1e49e5a1d818d5e11531f2_87a41f89d2fab611275d1509fd233386.jpeg,15670622398,购物,"鞋履,箱包","鞋子,箱包",,,,Amazing Song风格独特，装修超有质感。主打各种美美的包包👜，设计感十足，颜值超高。人气单品更是让人一眼心动💓，背上瞬间提升气质。很适合追求时尚、喜欢独特风格的姐妹们哦！无论是日常出街还是参加聚会，他家包包都能轻松hold住场面，赶紧冲呀！ ,,,,
Hape,84974,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/1ff8350f031a4d77bc868d5d7ba622f0_299de19109368fc8ef9c85e644c4985b.jpeg,15903898867,购物,母婴用品,"儿童玩具,儿童益智产品,儿童学习用品,儿童生活用品,儿童服装",3.6,￥101/人,,Hape主打各类益智玩具，风格简约童趣。门店装修超有特色，色彩鲜艳，充满活力，一进去就像闯入玩具王国。人气单品超多，比如木质火车轨道，质量超棒，宝宝能玩好久。还有拼图、积木等，能锻炼宝宝动手和思维能力。很适合家里有娃的宝子们，快冲去给娃挑几件心仪玩具吧！ ,,,,
多摩万事屋,84982,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/63150cf5bc7c44cd952868e9a2aa9045_371cd6f022e38e22df133afe03e40f38.jpeg,18321254507,购物,"配饰,杂货","项链,手链,耳环,帽子,围巾",3.9,￥100/人,,"多摩万事屋风格独特，主打各种项链,手链,耳环,帽子,围巾，人气单品多到挑花眼。不管是可爱的玩偶🧸，还是精致的文具🖊️，都超吸引人。🤩很适合喜欢日系风格、追求个性的宝子们来逛，每次来都能淘到心仪的宝贝，真的太爱啦！ ",,,,
卡多多,84986,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/f7cc06bb4abc4f72a5f3e9b8476c9450_806940b1e9454fda99da2771a8ebd328_%E9%BB%98%E8%AE%A4.jpeg,18595751376,购物,"配饰,杂货","项链,手链,耳环,戒指,钥匙扣",3.7,￥346/人,,"卡多多风格独特，主打各种项链,手链,耳环,戒指,钥匙扣，人气单品多到挑花眼，都超吸引人。每次来都能淘到心仪的宝贝，真的太爱啦！ ",,,,
BOLON,84987,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/5e4e062392b840aa863a141fd4170c1d_590c261719dc348fd2721527816e6764.jpeg,18695805031,购物,配饰,"眼镜,太阳镜,光学镜架,镜片,镜盒",3.6,￥698/人,收录6年好店,BOLON的眼镜超有范儿😎。店铺风格简约时尚，装修精致又大气。主打产品款式超多，总能挑到适合自己的那一款。像他家的一些人气单品，不仅颜值高，而且佩戴超舒适。无论是学生党想找时尚的镜框，还是上班族需要精致的配饰眼镜，BOLON都能满足，真的太种草啦👏！ ,,,,
吉韵密码,84988,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/113f35a6b9bc4840ab878b8f2cd2b81b_9a886928a8320696edeb6fb124bcf923.jpeg,18703857263,购物,配饰,"项链,手链,耳环,戒指,钥匙扣",4.5,￥669/人,,"吉韵密码一进店就被它独特的风格吸引，装修超有特色，满满的时尚感。他家主打项链,手链,耳环,戒指,钥匙扣产品超赞，人气单品更是让人爱不释手。无论是精致的饰品还是个性的服装，都能戳中我的心巴。很适合追求时尚、喜欢独特风格的宝子们。每次来这都能收获满满，轻松get时尚大片同款造型，爱了爱了💕",,,,
TOP GLORIA,84989,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/7baa5c6bb15146dbba26c818a2bd044e_a71402e212ccc02e9a7f8eb383c5a522.jpeg,13939057567,购物,"鞋履,箱包","鞋子,箱包",,,,"TOP GLORIA风格独特，装修超有特色，一进去就爱了😍。主打鞋子,箱包超吸睛，人气单品更是让人疯狂心动💓。衣服款式多样，无论是日常出街还是重要场合，都能轻松找到合适的。适合追求时尚、个性的宝子们👏。每次逛都有惊喜，能在这里挑到心仪好物，赶紧冲呀🛍️！ ",,,,
3i,84990,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/493b6a54b4a04512bd77be774aa3c86b_49ed2b3b5a33d2de074479cbfd814a5b.jpeg,18237139825,购物,"家电,数码","家电,数码产品,电子产品配件,智能家居设备,电脑及周边产品",,,,"3i主打家电,数码产品,电子产品配件,智能家居设备,电脑及周边产品超酷炫，店铺风格独特又吸睛。装修特色满满，让人一进店就眼前一亮。人气单品更是多到挑花眼！不管你是时尚弄潮儿，还是追求个性的小伙伴，都能在这里找到心头好。在3i，能轻松get到与众不同的时尚体验，快来逛逛吧，保证让你收获满满！ ",,,,
Jo Malone,84992,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c9e4a8f2a66e4e689691e2d9f0da888b_f44cd8bdb2afedeca0ff9211144277ad.jpeg,18623713146,购物,化妆品,"香水,沐浴产品,身体护理产品,家居香氛产品,护肤产品",4,￥1020/人,,Jo Malone是超有格调的香氛殿堂✨。店铺风格简约高级，装修精致。主打各种迷人香氛，人气单品祖玛珑蓝风铃香水，味道清新如漫步在夏日花园，甜而不腻。还有英国梨与小苍兰，独特的果香调超治愈。很适合追求品质生活、喜欢独特香味的宝子们。每次逛都忍不住剁手，喷上它瞬间气质up！ ,,,,
HEFANG,84993,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/9a210c8ac02e467e9b6f87af4d9b9355_4ce685077f9ec3b7e0202adddb5968d3.jpeg,17637650537,购物,精品,"珠宝饰品,时尚配饰,美妆产品,服装,鞋履",3.8,,,HEFANG的饰品风格超多样，从甜美少女风到简约时尚风，应有尽有。店铺装修精致又梦幻，像走进了童话世界。人气单品更是多到挑花眼，比如经典的雪花项链，blingbling 的超闪✨，戴上瞬间提升气质。不管是日常出街还是重要场合，都能轻松hold住，简直是仙女们的宝藏饰品店！ ,,,,
馥蕾诗,84994,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/13c7274f2acd4d889ccad39a7f07cffe_bfd26f57da1facb6f1ce7a8b227af42a.jpeg,0371-61652377,购物,化妆品,"护肤产品,彩妆产品,香水",3.6,￥460/人,收录6年好店,馥蕾诗店铺风格简约又高级✨。主打天然护肤产品，像红茶系列超火。装修特色是充满质感的木质调，温馨又舒适。人气单品古源修护面霜，滋润效果绝绝子。适合追求天然、高品质护肤的宝子们。用他家产品，能真切感受到肌肤被悉心呵护，每次用都像给脸蛋做了一场奢华 SPA，爱美的你可别错过！ ,,,,
URLAZH,84997,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/9d05ce10e6614cd79c07a3bea1f4ca6a_d4ae608580b2a25e36822db95f10dc4f.jpeg,18137873305,购物,女装,"女装,服装配饰,时尚穿搭建议,服装销售,服装定制（如有）",3.7,,,URLAZH的装修超有特色，简约又时尚，一进去就感觉超舒服😌。主打产品风格独特，很有设计感。人气单品更是一绝👍，像他家的包包，款式新颖，质感超棒，背上超吸睛👜。衣服也很有个性，无论是日常出街还是参加活动，都能轻松hold住。真的太适合追求时尚、个性的宝子们啦，赶紧冲！ ,,,,
Red Copper,84998,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/b01790e473424a42810c96c33159594b_4e74600ac7cc74cc395cb9845dbe3419.jpeg,,购物,儿童用品,"儿童服装,儿童玩具,儿童鞋类,儿童配饰,儿童家居用品",3.5,,,Red Copper的装修风格超有个性，时尚又独特，让人一进店就眼前一亮✨他家的人气单品超多，主打产品超有设计感。不管是日常出街还是重要场合，在这里都能挑到合适的。店员超热情，服务超贴心。而且价格也很美丽，性价比超高！适合追求个性、热爱时尚的宝子们。快来Red Copper，让自己成为街头最靓的仔💃🕺,,,,
拇指白小T,84999,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/0314c8e263e04fba82de71bdbc6f4128_2195abe66abc897add19b3ca5e252cb5.jpeg,15939003352,购物,女装,"女士服装,女装上衣,女装裤子,女装裙子,女装配饰",4.1,￥149/人,,拇指白小T恤超绝👍 面料舒服得不要不要的，款式简约又时尚。店铺风格简洁大气，装修很有质感。人气单品超多，T恤颜色丰富，图案有趣。不管是日常出街，还是运动健身，都超合适！上班族、学生党都爱惨了。穿上它，瞬间变身潮流达人，回头率爆表，赶紧冲！ ,,,,
暴蒙,85002,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/b4c84aafb77e46b9b14fb6e6e8348725_8afd8b5b71621974abfb6e3fc18ce755.jpeg,15617790597,购物,"配饰,杂货","项链,手链,耳环,戒指,钥匙扣",,,,暴蒙装修风格独特，氛围感超绝。主打产品超吸睛，各种潮流单品让人眼前一亮。人气单品更是多到挑花眼，每一款都长在审美点上。不管是时尚弄潮儿，还是想找独特穿搭的姐妹，都能在这里找到心头好。逛一圈下来，真的很难空手出来，赶紧冲呀！ ,,,,
潮玩星球,85003,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/3e55c87223f640fea16ada9ddaa3355c_fa8d04de988ae870861d3310a7628d65.jpeg,15617790597,购物,"配饰,潮玩","潮玩,动漫周边,手办,模型,杂货配饰",,,,潮玩星球简直是潮玩爱好者的天堂😎。店铺风格超酷炫，各种潮玩手办琳琅满目✨。装修特色满满，氛围感直接拉满。人气单品超多，像热门动漫角色的周边，做工超精细。不管你是学生党还是上班族，只要热爱潮玩，来这准能挑到心头好，分分钟剁手不停，赶紧冲呀！ ,,,,
BENPAO TIME,85004,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/bb62098ee4134adf9d7038a1415529a5_085b610ef3a93e6df71dd94bc4059649.jpeg,15083305386,购物,"鞋履,箱包","鞋子,箱包",3.6,￥62/人,,BENPAO TIME店铺风格超有个性，装修独特，一进去就被吸引。他家主打潮流服饰，款式新颖又时尚。人气单品超多，像那件酷炫的牛仔外套，版型绝绝子。衣服质量也超棒，上身超舒服。无论是追求时尚的潮男潮女，还是想找独特穿搭的宝子，都能在这里挑到心仪的，快来把喜欢的带回家吧🛍️ ,,,,
英琪假发,85005,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/bb5c771d54df48b1a39521f639e33822_b3a1d8bf87ac75bfd56d7c9316c12286.jpeg,158 3820 3930,购物,配饰,假发,,,,英琪假发的假发简直绝绝子👏。店铺风格简约时尚，装修很有格调✨。主打产品是各种逼真的假发，款式超多。人气单品更是让人眼前一亮，戴上瞬间气质up！无论你是想换个造型还是急需遮盖白发，这里都能满足。他家假发佩戴舒适，效果自然，真的太适合爱美的宝子们啦😍！ ,,,,
MINGSI,85013,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/6f11b1d45c4444c792cb39d350962a59_f57aaaf56cd2939338256bee29e2f44a.jpeg,18737150781,购物,女装,"女装,连衣裙,上衣,裤子,外套",,,,MINGSI风格简约时尚，装修超有特色，一整个爱住。他们家主打产品超有设计感，每一款都长在我的审美点上。人气单品更是绝绝子，品质超棒，上身效果超赞。不管是日常出街还是重要场合，在这里都能轻松挑到合适的衣服，真的太适合咱们这种追求时尚又爱美的打工人啦！赶紧冲！ ,,,,
Teenie Weenie kids,85014,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/49b3651302244e64b86a00826adec976_4e3c7c9f47256e0abfb3bf0990c14a70.jpeg,15188307031,购物,儿童服装,"儿童服装,儿童配饰,儿童鞋类",3.5,￥890/人,收录2年好店,Teenie Weenie kids店铺风格超可爱，满满少女心🎀，装修特色也很吸睛。主打童装，款式多样。人气单品有小熊玩偶🧸印花的小裙子，萌趣又时尚。衣服质量不错，面料舒适。很适合喜欢甜美风的宝贝们😘，穿上瞬间变身可爱小公主/小王子🤴👸，每次路过都想带娃进去逛逛，给宝贝挑几件心仪的衣服~ ,,,,
屈臣氏,85015,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/7c4e1f04ae444daab2a708131406db98_2a654ace43e3de2772ff8cc44a7bdfad.jpeg,13592666834,购物,"个人护理用品店,化妆品店","护肤品,化妆品,个人护理用品,美妆工具,健康食品",3.4,￥102/人,收录6年好店,屈臣氏真的超宝藏！门店风格简约明亮，超好逛✨ 各种美妆护肤、个护好物应有尽有。他家的燕窝精华面膜超火，补水又滋养。还有花印卸妆水，温和不刺激，卸妆超干净。无论你是护肤小白还是美妆达人，都能在这里找到心头好。而且经常有优惠活动，性价比超高！快来屈臣氏，一站式get美丽秘籍吧🛍️ ,,,,
马拉丁,85016,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/dfb315b006ec416d82fc317026ab1256_e250616fa4ce39751f53d3b97903ad75.jpeg,13949124661,购物,"儿童用品,儿童服装","儿童服装,儿童鞋,儿童配饰,儿童家居服,儿童羽绒服",,,,"马拉丁店铺风格超赞，装修童趣又温馨✨。主打儿童服装,儿童玩具,儿童鞋类,儿童配饰,母婴用品款式多多，时尚又舒适。人气单品更是让人爱不释手😍，像色彩鲜艳的小裙子，帅气的小套装等。衣服质量超棒，面料亲肤。很适合给宝贝们买衣服👶，每次来逛都忍不住剁手，能让咱家宝贝瞬间变身时尚小萌娃，宝妈宝爸们快冲呀🛒！ ",,,,
QIMOO,85017,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/1b39e02f25534800b3596412f0d23171_07c0dc22aaeadd1e4876bcd1f229329a.jpeg,13783616338,购物,儿童用品,"儿童服装,儿童玩具,儿童鞋类,儿童配饰,母婴用品",3.6,￥607/人,,"QIMOO店铺风格超赞，装修童趣又温馨✨。主打儿童服装,儿童鞋,儿童配饰,儿童家居服,儿童羽绒服款式多多，时尚又舒适。人气单品更是让人爱不释手😍，像色彩鲜艳的小裙子，帅气的小套装等。衣服质量超棒，面料亲肤。很适合给宝贝们买衣服👶，每次来逛都忍不住剁手，能让咱家宝贝瞬间变身时尚小萌娃，宝妈宝爸们快冲呀🛒！ ",,,,
荣耀,85019,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/a691398aa4de46c39af8b0e9ce68e743_806940b1e9454fda99da2771a8ebd328_%E9%BB%98%E8%AE%A4.jpeg,18236788733,购物,"家电,数码","手机,平板电脑,笔记本电脑,智能穿戴设备,智能家居产品",4.8,￥3313/人,,荣耀店铺风格简约大气，装修很有科技感✨。主打各种超厉害的电子产品📱，像手机、平板啥的，性能超棒。人气单品荣耀手机，拍照清晰，运行流畅，好多人都爱😍。不管是追求时尚科技的潮人，还是实用主义的小伙伴，荣耀都超适合，快去店里体验一下科技的魅力吧！ ,,,,
悦木之源,85020,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/287cab06f47147398744c2106abe7c3d_c10d4d28fa31ca8db18d139b71ca32ba.jpeg,18037670480,购物,化妆品,"护肤品,彩妆,香水,美容护肤服务",3.4,￥640/人,收录6年好店,悦木之源一进店就能感受到满满的自然气息。店铺装修很有特色，木质元素搭配绿植，仿佛置身森林🌳。他家主打天然护肤产品，人气超高的灵芝薄皮修护水，舒缓肌肤超棒👍。还有咖啡因活力焕亮眼霜，消肿一绝！无论是敏感肌还是熬夜党，都能在这里找到适合自己的宝贝，快来悦木之源开启肌肤的焕新之旅吧！ ,,,,
ESSENTIALS,85021,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/084044d915b849619192878026ac12d8_806940b1e9454fda99da2771a8ebd328_%E9%BB%98%E8%AE%A4.jpeg,13733837771,购物,运动休闲,"运动休闲服装,运动鞋,运动背包,运动帽,运动手套",,,,ESSENTIALS店铺风格简约又时尚，装修超有氛围感。主打产品涵盖各类潮流服饰，从T恤到卫衣，再到裤子，每一款都超赞。人气单品更是多到挑花眼，像经典的笑脸T恤，穿起来超有范儿。适合追求时尚潮流的宝子们，穿上它瞬间变身街头酷盖，走在街上回头率超高，赶紧冲！ ,,,,
玩酷潮玩,85023,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/30cba5a94e1f4cb191cab201decf9833_3ccce833a18f4d73ee7427b80d1ac19d.jpeg,13849044628,购物,潮玩,"潮流饰品,新奇杂货,时尚玩具,个性潮品,创意购物商品",4.2,￥363/人,,玩酷潮玩一进店，就被那独特的装修风格吸引，各种潮玩手办琳琅满目。他家主打各类潮流玩具，从热门 IP 到小众设计师款，应有尽有。人气单品多到挑花眼，每个都让人爱不释手。不管你是潮玩新手还是资深玩家，都能在这里找到心头好。快来玩酷潮玩，开启你的潮玩收藏之旅吧😎 ,,,,
雅赞,85027,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/51a1a6f6a9604427bd6b1a256c3ea17d_1f869ac314ea4253f12fea25857ef5ef.jpeg,13083717771,购物,母婴用品,"儿童服饰,儿童玩具,儿童家居用品,母婴用品,儿童配饰",,,,"雅赞店铺风格超赞，装修童趣又温馨✨。主打儿童服装,儿童鞋,儿童配饰,儿童家居服,儿童羽绒服款式多多，时尚又舒适。人气单品更是让人爱不释手😍，像色彩鲜艳的小裙子，帅气的小套装等。衣服质量超棒，面料亲肤。很适合给宝贝们买衣服👶，每次来逛都忍不住剁手，能让咱家宝贝瞬间变身时尚小萌娃，宝妈宝爸们快冲呀🛒！ ",,,,
Prada,85032,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/82212369c0e54b2181833d35eabed482_85780e814df8e95506750620763d83bf.jpeg,,购物,奢侈品,"服装,鞋履,皮具,配饰,香水",3.5,￥4512/人,,Prada门店风格超有辨识度，装修高级又时尚。主打各种超酷的时尚单品，像经典的尼龙包，质感无敌，背上超吸睛。还有那些设计独特的成衣，剪裁精致，穿上气场十足。不管是时尚弄潮儿，还是追求品质的上班族，都能在这里找到心头好，轻松拿捏时尚感，快来Prada开启你的时尚之旅吧！ ,,,,
FUN,85033,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/6fb096ffb81942b583e76e69ece2f68e_806940b1e9454fda99da2771a8ebd328_%E9%BB%98%E8%AE%A4.jpeg,18860363597,购物,运动休闲,"运动服装,运动鞋,运动背包,运动护具,运动配饰",,,收录3年好店,FUN风格独特，装修超吸睛✨。主打产品超有趣，总能给人新鲜感。人气单品更是让人爱不释手😍。不管是时尚弄潮儿，还是追求个性的小伙伴，都能在这里找到心头好。来这儿逛逛，仿佛进入了一个充满趣味与惊喜的潮流世界，分分钟能挑到心仪好物，赶紧冲呀！ ,,,,
U MORE U YOUNG,85035,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/8e539565dab24414ae28282e48c3be11_2aa907674ff32976747cb5f185296a6a.jpeg,,购物,"家电,数码","家电,数码产品,电子产品,智能设备,家居电器",3.8,￥97/人,,"U MORE U YOUNG风格超有个性，装修独特，一进去就爱了。主打家电,数码产品,电子产品,智能设备,家居电器，性价比高，实用性拉满！",,,,
ST&SAT,85036,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/f489289b574a471dace2575438c4b1e9_406d55e99b1f230a949fcc68befee66a.jpeg,,购物,"鞋类,箱包","女鞋,女包,时尚配饰,鞋履护理,箱包保养",,,,ST&SAT店铺风格超时尚，装修也很有特色，一进店就爱住了😍。主打各种美鞋，款式超多，总能挑到心仪的。人气单品更是绝绝子，设计新颖，上脚超好看。无论是日常出街还是重要场合，都能轻松hold住。而且他家鞋子舒适度也很棒，适合追求时尚又注重舒适的姐妹们，赶紧冲呀🛒！ ,,,,
Game Point,85038,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/a873f271290841c681585f1e08789bb2_806940b1e9454fda99da2771a8ebd328_%E9%BB%98%E8%AE%A4.jpeg,,购物,"家电,数码","游戏机,电脑,手机,数码配件,家电产品",3.8,￥64/人,收录3年好店,Game Point满满的游戏风装修，一进去就像掉进游戏世界🎯。主打各种潮玩、游戏周边🧐，人气单品多到挑花眼。不管你是游戏大神，还是潮玩爱好者，都能在这里找到心头好😍。店员超热情，会耐心给你介绍。每次来都忍不住剁手，真的太好逛啦！赶紧冲！ ,,,,
