,店铺名称,store_id,所属品牌,店铺地址,营业时间,店铺电话,会员权益,店铺描述,店铺亮点,店铺评分,人均价格,适合就餐人数,适合场景,一级业态,二级业态,菜系,口味,辣度,设施,服务,环境,排队信息,店铺招牌,店铺图片,picture,
91,煎饼道,84977,煎饼道,郑州正弘城B1,10:00-22:00,17627255282,," 🌯一口爱上的煎饼道，谁吃谁迷糊！
宝子们，发现一家超赞的煎饼店——煎饼道🎉！

他家主打各种特色煎饼，口味超丰富。招牌煎饼里的薄脆又香又脆，配菜新鲜爽口，酱料浓郁超入味😋。店铺风格简约干净，装修很有街边小店的烟火气。

人气单品多得很，像经典原味煎饼就很受欢迎，老少皆宜。还有创意满满的水果煎饼，水果给的超大方，一口下去超满足。不管是上班族赶时间来一份，还是学生党解馋，都再合适不过啦🤩。路过一定要来尝尝，保证你吃完就念念不忘！ ",连锁店,3.9,¥14人,1-2人,"情侣,朋友,一个人",餐饮美食,小吃快餐,煎饼果子,"辣,咸鲜",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,商场餐厅",,,,,
92,山缓缓,84978,山缓缓火锅,郑州正弘城L8,10:00-22:00,19272616628,,"标题：郑州正弘城‼️冲进山野吃火锅🌲人均150+的“城市逃离计划”值吗？
正文：
#郑州探店 #网红火锅 #山缓缓火锅
打工人周末的治愈时刻💆‍♀️
正弘城新开的「山缓缓」火锅也太会了！
从进门那一刻就感觉一头扎进山林里⛰️
枯枝藤蔓+绿植环绕+暖光木桌…
商圈里造了个“山野结界” 谁懂啊！！
🔥必点清单抄作业（亲测不踩雷）
▫️ 【草本原汤锅】
黄牛骨+红枣枸杞熬的养生汤底🍲
先喝汤再涮肉！鲜到眉毛跳舞💃
▫️ 【9秒牛肉】
名字没骗人‼️嫩到筷子夹不住
裹满山葵酱一口入魂🌿
▫️ 【鲜天麻&羊肚菌】
火锅涮天麻第一次吃！脆脆的像山药
羊肚菌吸饱汤汁鲜掉天灵盖🤤
▫️ 【刺梨山茶】
贵州野果子做的特饮🍹酸酸甜甜超解腻
杯子还刻了“向山野”⛰️仪式感拉满
📸出片玄学指南
→ 坐窗边绿植区！枯枝当前景拍锅底超森系
→ 举着刺梨茶拍标语墙“都往人海去，我心向山野”
→ 野菜篮当道具🍅挂着的南瓜也超可爱
💣真实体验预警
✅ 环境治愈值爆表｜服务细节贴心（送茶送水果）
✅ 野菜菌菇党狂喜｜牛肉品质对得起价格
❌ 饭点排队2h起‼️建议16:00卡点去
❌ 肉食兽觉得素菜偏贵（但菌子真的鲜）",郑州四川火锅热门榜第1名,4.7,¥123人,"1-2人,3-4人","情侣,朋友,一个人",餐饮美食,川菜,火锅 四川火锅,"辣,咸鲜",不辣,"有空调,有WIFI,有大桌,商场公共卫生间","扫码点餐,纸巾提供","等位区,商场餐厅",,,,,
93,O'EAT外摆,84980,,,10:00-22:00,,,"宝子们👭，发现一家超有氛围感的店👉O'EAT外摆！他家主打各种精致美食😋，店铺风格超独特，外摆区域宽敞又舒适，绿植环绕🌳，仿佛置身于城市中的小花园。

人气单品超多，比如招牌汉堡🍔，肉饼厚实多汁，一口下去超满足。还有特色饮品🥤，颜值高又好喝。这里很适合和朋友聚餐聊天👯，也适合上班族下班后过来放松。无论是享受美食还是拍照打卡，O'EAT外摆都超赞👍，赶紧拉上小伙伴来体验呀！ ",,,,,,餐饮美食,,,,不辣,,,,,,,,
94,沪上阿姨,84984,沪上阿姨,郑州正弘城L8,10:00-22:00,15837191193,," 沪上阿姨 | 奶茶控的心头好😍
沪上阿姨家的装修风格简约又清新，让人一进店就感觉超舒服😌。

他们家主打各类茶饮，像血糯米奶茶，血糯米软糯香甜，奶茶浓郁丝滑，一口下去超满足🤩。还有杨枝甘露，满满都是料，酸甜的芒果搭配Q弹的西米，清爽解腻🥤。

不管是逛街累了想找个地方歇脚，还是和朋友聚会，来沪上阿姨都超合适👏。店员态度也特别好，点单快，出餐还快。真的爱了爱了，宝子们一定要来试试呀💕！ ",连锁店,4.2,¥16人,1-2人,"情侣,朋友,一个人",餐饮美食,茶饮果汁,珍珠奶茶,甜,不辣,有空调,"扫码点餐,纸巾提供","现代简约,网红打卡风",,,,,
95,京绣川,84985,京绣川麻辣香锅,郑州正弘城L8,10:00-22:00,18336727272,," 🌶️这家川菜馆太绝啦！被我找到！
🏠店名：京绣川

🌶️京绣川是一家超正宗的川菜馆！他家主打各种地道川菜，每一道都麻辣鲜香，让人欲罢不能。

🎨店里装修很有特色，古色古香的，满满的川味风情。

🍲人气单品特别多，像毛血旺，鸭血鲜嫩，配菜丰富；还有辣子鸡，鸡肉外酥里嫩，香得很！

💁‍♀️适合喜欢吃辣的宝子们，聚餐约会来这儿超合适！一进店，浓郁的香味就扑鼻而来，吃上一口，瞬间被圈粉，绝对能满足你对川菜的所有幻想！赶紧冲！ ",连锁店,4.2,¥41人,1-2人,"情侣,朋友,一个人",餐饮美食,小吃快餐,麻辣香锅,"辣,咸鲜",不辣,"有空调,有WIFI,商场公共卫生间,明厨亮灶","扫码点餐,纸巾提供","现代简约,地铁直达",,,,,
96,安三胖,84991,安又胖韩国烤肉,郑州正弘城L7,10:00-22:00,19337102816,," 一口入魂🔥韩国街头小吃天花板
宝子们，今天必须给你们安利这家超绝的韩料店👉安三胖！

一进店，浓郁的韩国街头氛围就扑面而来🎈木质桌椅、复古招牌，仿佛穿越到了首尔街头。

他们家主打韩式烤肉，招牌五花肉必点！烤得滋滋冒油，裹上生菜🥬 再加上蒜片和泡菜，一口下去，香到爆！还有拉丝超绝的芝士玉米🌽 和会爆汁的鱼饼汤🐟 味道正宗得没话说。

不管是情侣约会还是朋友聚餐，来这都超合适！答应我，一定要来尝尝，保证你吃一次就爱上💖

 安三胖 韩式烤肉 美食探店 ",连锁店,,¥90人,1-2人,"情侣,朋友,一个人",餐饮美食,烧烤烤肉,烧烤烤肉 韩式烤肉,"辣,咸鲜,酸甜",不辣,"有空调,有WIFI","扫码点餐,纸巾提供","现代简约,热闹",,,,,
97,山间晓厨,85006,山间晓厨爆炒下饭菜,郑州正弘城L8,10:00-22:00,15393718007,,宝子们，今天必须给你们种草山间晓厨🌿！这店风格超有特色，装修带着浓浓的自然气息，仿佛把山间搬到了店里。他家主打各种创意农家菜🥘，食材新鲜得没话说。像招牌红烧肉，色泽红亮，入口即化，肥而不腻，一口就爱上😍。还有特色时蔬，清爽可口。人气超旺，每次去都要排队。不管是家庭聚餐还是朋友小聚，来这都超合适。价格实惠，分量超足。服务员态度也超热情，让人感觉超舒服。赶紧冲呀，去山间晓厨享受美味！ ,金水区家常菜热门榜第4名,4.2,¥45人,1-2人,"情侣,朋友,一个人",餐饮美食,小吃快餐,湘菜,"辣,咸鲜",不辣,"有空调,有WIFI,商场公共卫生间,明厨亮灶","宝宝椅,可在线预定","商场餐厅,地铁直达",,,,,
98,野果,85007,野果yeego,郑州正弘城L7,10:00-22:00,15903515600,,"🍲野果yeego｜郑州正弘城7楼的云贵创意风暴！人均100元舌尖穿越雨林
🔍 真实身份核验
首店光环：2024年进驻正弘城7层L713B铺位，河南首家创意云贵菜品牌
，稳居大众点评“郑州云贵菜热门榜TOP1”，日均排队超1小时
。
血统认证：融合云南、贵州传统风味与新派技法，店内公示野生菌类检疫证明及云贵食材空运记录。
🌟 味蕾核爆点
🔥 铜锅油焖鸡配烤糖饵块——
▫️ 招牌必点！土鸡块与土豆慢炖至绵密糊状，裹满香辣酱汁，糖烤饵块外脆内糯，蘸汤汁吃出碳水解腻感（辣度可选，后劲十足）
。
🔥 脆浪奶油野山菌——
▫️ 野山菌鲜香碰撞浓醇奶油，脆米饼托底吸汁，口感三重暴击，素食者狂喜
。
🔥 牛肝菌牛舌饭——
▫️ 厚切牛舌嫩弹+牛肝菌馥郁酱汁，米饭粒粒裹满菌油，每勺都是“碳水核弹”
。
🍨 香草冰淇淋包谷粑——
▫️ 云贵特色包谷粑（玉米糕）温热软糯，顶盖冰爽香草冰淇淋，冰火交融秒上头
。
🌿 氛围感拿捏术
✔️ 森系雨林剧场：绿植墙+藤编灯+民族纹样餐具，落地窗直面商场流光，随手拍出《去有风的地方》同款大片

。
✔️ 隐藏彩蛋：免费赠送苹果醋解腻茶饮，店员会贴心提醒“油焖鸡配白米饭更绝！”
。
",郑州创意菜热门榜第1名,4.4,¥118/人,1-2人,"情侣,朋友,一个人",餐饮美食,其他美食,创意菜 无菜单料理,"酸,甜,苦,辣",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,工业风",,,,,
99,库迪咖啡,85011,库迪咖啡,郑州正弘城B1,10:00-22:00,18737807878,,"☕库迪咖啡来啦！

他们家的装修超有科技感，未来感十足，拍照超好看📸。主打产品咖啡口感超棒，像潘帕斯蓝生酪茉莉拿铁，清爽的茉莉花香与醇厚咖啡完美融合，还有浓郁的生酪味，一口下去超满足😋。人气单品多多，无论你是咖啡控还是想找个地方惬意小坐，库迪都超合适。价格也很亲民，学生党、上班族都能轻松拥有快乐咖啡时光~快拉上小伙伴一起冲，感受这独特的咖啡魅力！ ",郑州拿铁菜品第3名,4.2,¥10/人,1-2人,"情侣,朋友,一个人",餐饮美食,咖啡,咖啡茶馆 精品咖啡,"甜,苦",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,网红打卡风",,,,,
100,栗记仙豆糕,85012,栗记仙豆糕·特色绿豆糕·糯叽叽,郑州正弘城B1,10:00-22:00,18697367069,,宝子们，今天必须给你们种草栗记仙豆糕！他家的仙豆糕口味超丰富，有经典原味、香甜紫薯、浓郁红豆等，每一种都好吃到停不下来😋。店铺风格简约又温馨，让人感觉很舒服。现做现卖，拿到手还是热乎乎的，外皮酥脆，内馅软糯。人气单品原味仙豆糕，一口咬下去，满满的豆香，口感超赞👍。不管是当早餐还是下午茶点心都超合适，上班族、学生党都爱惨啦！路过一定要去尝尝，保证你吃一次就忘不了！ ,郑州中心面包蛋糕甜品口味榜第1名,4.4,¥16/人,1-2人,"情侣,朋友,一个人",餐饮美食,面包甜点,糕点,甜,不辣,"有空调,有WIFI","纸巾提供,可带宠物","现代简约,网红打卡风",,,,,
101,seesaw,85018,seesaw Coffee,郑州正弘城B1,10:00-22:00,19036938869,,"☕seesaw真的太绝啦！

他家的装修超有特色，工业风满满，金属质感的桌椅，简约又时尚，拍照超好看📸。

主打咖啡饮品，每一款都独具风味。人气单品比如澳白，咖啡香气浓郁，口感醇厚。

很适合咖啡爱好者来打卡。不管是和朋友小聚，还是自己来享受一段惬意时光，都超合适。在这里，能感受到咖啡带来的纯粹快乐，每一口都仿佛在和咖啡谈一场浪漫的恋爱💕，真的会让人爱上！ ",金水区咖啡打卡人气榜第10名,4.2,¥30/人,1-2人,"情侣,朋友,一个人",餐饮美食,咖啡,咖啡茶馆 精品咖啡,"甜,苦",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,网红打卡风",,,,,
102,乐乐姐超级土豆,85022,乐乐姐超级土豆,郑州正弘城B1,10:00-22:00,18329992692,," 🌶️乐乐姐超级土豆，一口就爱上！
这家店装修超有特色，满满复古风，让人仿佛穿越回过去。主打各种口味的超级土豆🥔，每一根都炸得金黄酥脆，口感超棒！

他家的招牌酱料是灵魂，独特配方让土豆味道层次超丰富。人气单品“麻辣超级土豆”，辣度恰到好处，麻香十足，吃一口就停不下来。还有“番茄肉酱超级土豆”，酸甜浓郁的肉酱搭配香脆土豆，绝了！不管你是学生党还是上班族，逛街逛累了来上一份，瞬间能量满满💪，快来尝尝吧！ ",郑州小吃打卡人气榜第1名,4.4,¥19/人,1-2人,"情侣,朋友,一个人",餐饮美食,小吃快餐,炸鸡炸串,"咸,辣",不辣,"有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","网红打卡风,热闹",,,,,
103,柠檬向右,85026,柠檬向右,郑州正弘城L8,10:00-22:00,15890610763,," 🍋柠檬向右 | 清爽一夏的宝藏店铺
宝子们，发现一家超棒的饮品店👉柠檬向右！

他家装修超有特色，简约又清新，满满ins风，拍照超好看📸。

主打各种鲜榨柠檬饮品，真材实料，每口都能喝到清新的柠檬香气。招牌手打柠檬茶，茶底清爽，柠檬味超浓郁，一口下去超解腻！还有爆打渣男绿，名字有趣味道更赞👍。

适合爱喝清爽饮品的宝子们，逛街累了来一杯，瞬间活力满满！无论是和闺蜜约会还是自己小酌，柠檬向右都超合适，赶紧冲鸭！ ",金水区茶饮果汁口味榜第8名,4.5,¥18/人,1-2人,"情侣,朋友,一个人",餐饮美食,茶饮果汁,珍珠奶茶,"甜,酸甜",不辣,"有空调,有WIFI,商场公共卫生间,明厨亮灶","扫码点餐,纸巾提供","现代简约,地铁直达",,,,,
104,大叹号延边烤肉,85028,大叹号延边烤肉·朝鲜族料理,郑州正弘城L8,10:00-22:00,18769977487,,"🥩宝子们，今天必须给你们种草大叹号延边烤肉！

一进店，那浓郁的朝鲜族风情装修就超有特色，木质桌椅、传统壁画，仿佛一秒穿越到延边。

他家主打延边特色烤肉，各种肉肉品质超棒！招牌牛肉纹理清晰，烤起来滋滋冒油，香迷糊了。还有特色的辣白菜五花肉，独特风味绝了。

不管是烤肉老饕还是想尝鲜的宝子都超适合！店员热情周到，会贴心帮忙烤肉。在这能尽情享受地道延边风味烤肉，真的太赞啦，赶紧冲！ ",郑州韩式烤肉好评榜第4名,4.6,¥70/人,1-2人,"情侣,朋友,一个人",餐饮美食,韩国料理,烧烤烤肉 韩式烤肉,"辣,咸鲜,酸甜",不辣,"有停车场,有空调,有WIFI,有大桌,商场公共卫生间","扫码点餐,纸巾提供,宝宝椅","热闹,亲子友好",,,,,
105,贝塔太空局,85030,BETASPACE贝塔太空局,郑州正弘城L8,10:00-22:00,13253603919,,"贝塔太空局健康零食店
专注健康冻干零食的科幻体验品牌，核心亮点：
明星产品：-30℃真空冻干草莓脆（辽宁丹东草莓）、零添加香菇脆、太空主题糖果礼盒（含宇航员造型巧克力）
黑科技工艺：FD冻干技术锁鲜，保留食材90%营养，口感酥脆不硌牙",,3.6,¥25/人,1-2人,"情侣,朋友,一个人",餐饮美食,小吃快餐,零食,甜,不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,网红打卡风",,,,,
106,九十葉,85031,九十葉·抹茶专属门店,郑州正弘城B1,10:00-22:00,15638266668,,"🍵 九十葉·抹茶专门店｜郑州正弘城负一楼“抹茶浓度实验室”（河南首店

）
🔍 核心亮点
抹茶Gelato浓度分级：
提供5款浓度抹茶冰淇淋（1号甜润→5号浓苦），最高浓度25.9%
，资深抹茶控可选5号挑战“啃茶树”般的醇苦
，新手推荐2号或茉莉绿茶味
。
特色产品矩阵：
现制抹茶饮品：茶筅手打抹茶泡沫+鲜奶，视觉味觉双享受
；
抹茶生巧：丝绒质地融合抹茶与可可香，小盒/大盒装（15-28元）
；
抹茶杏仁豆腐布丁：配陶罐盛装，微苦平衡甜腻
。
创意口味组合：
除抹茶外，还有焙茶焦香、西西里开心果、柚子0脂等8款Gelato，可双球混搭蛋筒或杯装
。
🏠 店铺氛围
设计风格：原木展台+黑金主调，玻璃橱窗展示当日新鲜Gelato
，暗绿大理石墙面营造“年轻沧桑感”
；
体验细节：开放式制作区现打抹茶、免费试吃、黑金主题周边（纸巾/小票）
。
",郑州冰淇淋打卡人气榜第1名,4.3,¥41/人,1-2人,"情侣,朋友,一个人",餐饮美食,小吃快餐,冰淇淋,甜,不辣,"有停车场,有空调,有WIFI","扫码点餐,纸巾提供","现代简约,网红打卡风",,,,,
107,PUTOTO,85043,PUTOTO·薯条专营店,郑州正弘城B1,10:00-22:00,13137992652,,"🍟 PUTOTO薯条专营店｜郑州正弘城负一楼“薯条实验室”（郑州首店）
🔥 核心亮点
创意薯条矩阵：
招牌摇摇薯：现炸薯条+特调干粉（海苔、麻辣、甘梅等）摇匀，外脆内糯
；
特色酱酱薯：30cm超长薯条淋秘制酱料（黑松露、玉米浓汤、榴莲芝士），单份20元起
；
创新小吃：配芝士球、肉肠等炸物，自由组合套餐
。
口味多样性：
40+种口味选择，涵盖干拌、酱汁两大系列，米其林大厨参与研发
。",连锁店,4.2,¥30/人,1-2人,"情侣,朋友,一个人",餐饮美食,小吃快餐,炸鸡汉堡,"辣,咸鲜",不辣,"有停车场,有包厢,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,工业风",,,,,
108,老韩煸鸡,85070,老韩煸鸡,郑州正弘城B1,10:00-22:00,13569299270,,😍宝子们，今天必须给你们种草老韩煸鸡！他家主打超香的煸鸡，鸡肉鲜嫩多汁，每一口都超入味，香到嗦手指！店铺风格简约又接地气。装修特色就是那种让人感觉很亲切的市井风。人气单品除了煸鸡，还有各种特色小吃。好多人都说吃一次就忘不了。不管你是上班族想快速解决一顿美味，还是学生党嘴馋想找好吃的，或者是家庭聚餐想换个口味，来老韩煸鸡都妥妥没问题！保证让你吃得满足又开心，赶紧冲呀！ ,金水万达/蓝堡湾小吃快餐打卡人气榜第2名,4.2,¥29/人,1-2人,"情侣,朋友,一个人",餐饮美食,韩国料理,炸鸡炸串,"咸鲜,甜咸,酸辣,酸甜",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","网红打卡风,商场餐厅",,,,,
109,YEE3,85071,YEE3·3号椰,郑州正弘城B1,10:00-22:00,15188399604,,"YEE3·3号椰｜郑州正弘城B1的“椰青刺客”！日均开椰800个的爆款实验室
🔍 核验信息
品牌背景：海南连锁品牌「椰小白」子品牌，郑州首店2024年10月进驻正弘城负一楼，营业2月稳居商场饮品榜TOP3
硬核工艺：每日空运海南老椰青（单果重≥1.2kg），店内现开现制
🌟 必喝暴击款
原只椰青冻（镇店顶流🔥）
→ 整颗椰青注入生椰乳+寒天慢凝12小时！配黄金椰粒+刮勺，挖着吃像椰奶布丁（¥35/个，2人分享够）
生打椰芒糯米饭
→ 泰国金枕芒+糯米打底，浇冰镇椰奶，搅匀喝出东南亚甜品冷萃感（¥22）
暗黑彩蛋·香菜青柠椰
→ 海南小青柠+现切香菜打汁，撞椰水后清爽上头，猎奇党试完真香",连锁店,4.3,¥19/人,1-2人,"情侣,朋友,一个人",餐饮美食,奶茶,甜品饮品 奶茶,甜,不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","网红打卡风,商场餐厅",,,,,
110,麻六记酸辣粉,85074,麻六记酸辣粉,郑州正弘城B1,10:00-22:00,19837852638,,😍宝子们，一定要试试麻六记酸辣粉！他家的酸辣粉堪称一绝👍。粉条爽滑劲道，入口 Q 弹有嚼劲。汤汁浓郁酸辣，一口下去超开胃，瞬间点燃味蕾🔥。配菜丰富，酸笋、豆皮、花生等搭配得恰到好处，每一口都层次满满。店铺装修风格简约时尚，干净整洁。无论是上班族忙碌时来一碗快速解决温饱，还是学生党嘴馋时来一份解馋，都再合适不过啦！随时随地嗦上一碗麻六记酸辣粉，简直美滋滋😋，完全停不下来！ ,金水区小吃快餐好评榜第3名,4.3,¥24/人,1-2人,"情侣,朋友,一个人",餐饮美食,小吃快餐,酸辣粉,"辣,酸辣",不辣,"有空调,有WIFI,有大桌,商场公共卫生间","扫码点餐,可在线预定","放松随意,商场餐厅",,,,,
111,麦当劳,85076,麦当劳,,10:00-22:00,,," 🍔麦门信徒集合！麦当劳真的太好逛啦
宝子们，麦当劳真的是永远滴神！每次路过都被它独特的装修风格吸引，黄红配色超亮眼，简约又时尚，拍照超好看📷

它家主打各种美味的快餐，汉堡、薯条、炸鸡，每一样都香到爆！人气单品巨无霸，牛肉饼厚实多汁，搭配特制酱料，一口下去超满足！还有麦辣鸡翅，外皮酥脆，内里鲜嫩，谁吃了不说一句绝绝子👍

不管是上班族赶时间来一顿快捷午餐，还是学生党聚会解馋，麦当劳都超合适！宝子们，快冲！

 麦当劳 美食探店 人气快餐 ",,,,,,餐饮美食,小吃快餐,炸鸡汉堡,,不辣,"有空调,扫码点餐",可在线预定,,,,,,
112,UOUO YOGE希腊酸奶,85077,UOUO YOGE希腊酸奶,郑州正弘城B1,10:00-22:00,18236790532 13271598712,," 挖到宝啦！这家希腊酸奶超好喝
UOUO YOGE希腊酸奶真的绝绝子！一进店，清新简约的装修风格超舒服。他家主打希腊酸奶，口感醇厚，味道超正。

人气单品超多，像经典原味酸奶，浓郁奶香让人欲罢不能。水果拌酸奶也超赞，新鲜水果搭配醇厚酸奶，一口下去超满足。

适合健身达人补充蛋白质，也适合像我这样的吃货日常解馋。无论是当早餐还是下午茶，都超合适。每次来买都看到好多人排队，真的太火啦！宝子们一定要来尝尝！ ",郑州冰淇淋好评榜第1名,4.4,¥14/人,1-2人,"情侣,朋友,一个人",餐饮美食,小吃快餐,冰淇淋,甜,不辣,"有空调,有WIFI,商场公共卫生间","扫码点餐,可带宠物","商场餐厅,宠物主题餐厅",,,,,
113,NEED,85079,NEED创意韩国料理,郑州正弘城L8,10:00-22:00,15290522271,,"🥢NEED创意韩国料理｜郑州正弘城7楼的“韩食实验室”！人均150元吃出首尔潮味🇰🇷
🌟 颠覆性韩食暴击
🔥 芝士春川鸡火山锅——
▫️ 现场堆砌蜂窝状马苏里拉！火焰喷枪炙烤拉丝1米，鸡肉裹甜辣酱+年糕，芝士控原地升天
🔥 黑芝麻布拉塔冷面——
▫️ 意大利布拉特奶酪+韩式冷面，撒现磨黑芝麻酱，冰爽奶香撞出高级感
🔥 蚂蚁洞辣猪蹄包饭——
▫️ 济州岛辣酱卤猪蹄撕条，配生菜/紫苏叶+蚂蚁造型饭团，韩剧同款手抓吃法
🎨 沉浸式韩疯体验
✔️ 明档厨房Live秀：厨师现拉年糕/喷枪烤芝士，烟火气炸裂
✔️ 全景落地窗：俯瞰“正弘之眼”夜景，秒变《眼泪女王》约会现场
✔️ Kpop氛围组：墙上滚动打歌舞台MV，店员随新歌随机热舞",郑州韩式料理热门榜第1名,4.4,¥120/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,韩国料理,韩国特色,"辣,咸鲜,甜咸,酸辣",不辣,"有空调,有WIFI,有大桌,商场公共卫生间","扫码点餐,宝宝椅","商场餐厅,异国风情",,,,,
114,MACAROOOO,85081,macarooooo马卡龙,郑州正弘城B1,10:00-22:00,18224510205,,"💖macaroôôô马卡龙｜郑州正弘城B1的“法甜刺客”！人均50元实现彩虹自由
✅ 真实身份核验
首店认证：上海网红品牌郑州首店（2025.3进驻），大众点评“甜品热门榜”周冠，日均售出3000+颗
工艺硬核：公示法国杏仁粉+总统黄油原料报关单，-18℃急冻锁鲜72小时
🌈 颠覆认知の暴击款
🔥 低糖天鹅绒系列（¥12/粒）
→ 独家湿心工艺！外层酥壳薄如蝶翼，内馅冰感慕斯质地（推荐海盐奥利奥/杨枝甘露），甜度降低40%
🔥 河南特供·胡辣汤马卡龙
→ 十三香粉混黑椒甘纳许，撒牛肉脆粒，本地人直呼“一口穿越方中山”
🔥 巨无霸夹心堡（¥38）
→ 4层马卡龙夹香草冰淇淋+焦糖坚果，手掌大小需两人分食
💫 沉浸式法甜剧场
✔️ 透明星空橱窗：300+颗彩虹马卡龙螺旋陈列，灯光下如宝石墙
✔️ 液氮现制秀：-196℃液氮冷冻馅料，白雾弥漫如仙境
✔️ 儿童专属区：矮柜陈列动物造型马卡龙（小熊/兔子），可DIY糖珠装饰
",,3.9,¥12/人,1-2人,"情侣,朋友,一个人",餐饮美食,面包甜点,糕点,甜,不辣,"有停车场,有空调,有WIFI","扫码点餐,可带宠物","现代简约,商场餐厅",,,,,
115,费大厨,85082,费大厨辣椒炒肉,郑州正弘城L8,10:00-22:00,18473461129,,"😍宝子们，一定要来尝尝费大厨！

他家主打辣椒炒肉，那味道绝绝子👍。店铺风格简洁明亮，装修很有特色，让人感觉超舒服😌。

人气单品辣椒炒肉，精选的猪肉🥩搭配鲜辣的青椒🌶️，猛火爆炒，香气扑鼻，吃起来特别下饭🤤。还有费大厨辣椒炒肉盖码饭，米饭粒粒饱满，裹上浓郁的酱汁，一口下去超满足😍。适合上班族、学生党或者家庭聚餐来吃，每次去都人超多🔥。宝子们快去试试吧！ ",郑州湘菜打卡人气榜第1名,4.7,¥71/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,小吃快餐,湘菜,"辣,咸鲜",不辣,"有空调,有WIFI,有大桌,商场公共卫生间",扫码点餐,"现代简约,热闹",,,,,
116,蒲公英,85086,pogoyo,郑州正弘城L7,10:00-22:00,18538037131,,"🍴 Pogoyo葡厨｜郑州正弘城7楼的“火焰西餐秀场”！人均180元吃出伊比利亚野性
✅ 真实身份核验
武汉顶流分店：武汉江汉路人气西餐""葡厨""子品牌，2024年10月进驻郑州正弘城7楼L715，稳居大众点评西餐榜TOP3
血统认证：西班牙归国主厨领衔，店内公示5J火腿检疫单及加利西亚海鲜进口凭证
🔥 必吃核爆款
🌋 现场火焰海鲜饭（需预约）
→ 餐桌淋白兰地点火！藏红花饭垫底，铺满阿根廷红虾+新西兰青口贝，焦脆锅巴裹海鲜汁
🥓 伊比利亚风干火腿塔帕斯
→ 5J火腿36个月熟成，蜜瓜+山羊奶酪三重奏，咸甜油香在舌尖爆烟花
🍅 雪莉酒烤番茄炖牛尾
→ 澳洲牛尾炖出胶质，雪莉酒酸感解腻，蘸酸面包吃光酱汁
🎭 沉浸式狠活
✔️ 明档火焰吧台：厨师抛锅翻煎牛排，油火喷溅特效值拉满
✔️ 西班牙集市风：陶土墙挂火腿/彩绘瓷砖，弗拉门戈BGM循环洗脑
✔️ 暗号福利：对服务员说""Olé""送桑格利亚果酒",郑州西餐热门榜第4名,3.9,¥122/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,西餐,西餐 意大利餐,"咸鲜,酸甜",不辣,"有空调,有WIFI,有大桌,商场公共卫生间","宝宝椅,可在线预定","景观位,包厢,安静",,,,,
117,B＆C,85087,B＆C,郑州正弘城L1,10:00-22:00,17320152366,," 🍰被全网追着夸的宝藏甜品店B&C来啦！
这家店真的绝绝子！一进店，欧式复古风装修就超吸睛✨ 华丽吊灯、复古壁画，满满高级感。

他们家主打甜品颜值超高，味道更是惊艳！招牌拿破仑酥，层次超丰富，酥皮轻盈酥脆，内馅绵密香甜，一口下去超满足😋 还有巴斯克芝士蛋糕，口感细腻，芝士味超浓郁。

无论是下午茶时光还是和朋友小聚，这里都超合适🥰 甜品脑袋们千万不要错过，快来B&C开启甜蜜之旅吧！

📍地址：[具体地址]

 BC 宝藏甜品店 甜品探店 ",连锁店,3.7,,1-2人,"情侣,朋友,一个人",餐饮美食,面包甜点,面包,甜,不辣,有空调,会员系统等,"现代简约,网红打卡风",,,,,
118,星姨糖水,85093,星姨糖水,郑州正弘城L8,10:00-22:00,17810258677,,"宝子们，今天必须给你们种草星姨糖水！✨

这店主打各种超好喝的糖水，店铺风格温馨又复古，一进去就感觉超治愈。装修很有特色，木质桌椅搭配暖黄灯光，氛围感拉满。

他家的人气单品超多，像芋泥啵啵西米露，芋泥绵密，啵啵 Q 弹，西米露爽滑，一口下去超满足。还有椰汁紫米露，椰香浓郁，紫米软糯香甜。不管是喜欢甜口的姐妹，还是忙碌一天想找个地方放松的打工人，都超适合来这儿。喝上一碗星姨糖水，瞬间幸福感爆棚！快来尝尝吧😋 ",金水区粤式糖水铺第1名,4.5,¥23/人,1-2人,"情侣,朋友,一个人",餐饮美食,面包甜点,甜品饮品 奶茶,甜,不辣,"有空调,有WIFI,有大桌,商场公共卫生间","扫码点餐,可在线预定","复古风,有卡座,商场餐厅",,,,,
